Date,End_Date,Portfolio_Return,SP500_BuyHold_Return,Outperformance,Portfolio_Tickers
2020-04-06,2020-05-19,25.36079516540275,9.733151745673151,15.627643419729598,"['CTVA', 'CPB', 'EOG', 'GILD', 'WMB', 'DAL', 'MRNA', 'SMCI', 'MO', 'COP']"
2020-07-09,2020-08-20,20.467218142970765,7.406607043701463,13.060611099269302,"['NVR', 'CTVA', 'MHK', 'NOC', 'TDG', 'TDY', 'ULTA', 'LMT', 'EFX', 'AZO']"
2020-10-09,2020-11-20,4.978656801208747,2.3122494052076448,2.6664073960011025,"['AZO', 'DPZ', 'TPL', 'TDG', 'MHK', 'NOC', 'ORLY', 'ULTA', 'AMD', 'AMGN']"
2021-01-13,2021-02-26,-3.9284676827927023,0.034379775080073394,-3.9628474578727757,"['DASH', 'ABNB', 'UBER', 'CTVA', 'AZO', 'ROP', 'TPL', 'MSCI', 'GWW', 'ORLY']"
2021-04-19,2021-06-01,-2.6312874719609525,0.9314881996482782,-3.5627756716092307,"['BKNG', 'PODD', 'UBER', 'GNRC', 'INTU', 'ABNB', 'TPL', 'SNPS', 'ADSK', 'DASH']"
2021-07-21,2021-09-01,4.962007272341951,3.79471594830596,1.1672913240359906,"['NFLX', 'EQIX', 'MTD', 'AZO', 'TMO', 'ELV', 'LII', 'WST', 'MKTX', 'IQV']"
2021-10-21,2021-12-03,8.748805741397426,-0.24945403757838935,8.998259778975815,"['NVR', 'PYPL', 'SNA', 'EFX', 'IBM', 'CTVA', 'TPL', 'ALGN', 'DFS', 'COF']"
2022-01-25,2022-03-09,-7.479489552840812,-1.8035397853173762,-5.675949767523436,"['NVR', 'MTD', 'AZO', 'IDXX', 'NOW', 'MPWR', 'FICO', 'EPAM', 'PAYC', 'NFLX']"
2022-04-28,2022-06-10,0.7541424833046539,-9.017840060131155,9.771982543435808,"['AZO', 'ORLY', 'ALGN', 'CHTR', 'DPZ', 'SWK', 'LH', 'AMGN', 'UBER', 'MOH']"
2022-08-02,2022-09-14,-3.7437403317390205,-3.5485991537885786,-0.19514117795044195,"['NVR', 'ZBRA', 'WAT', 'CAT', 'CTVA', 'RVTY', 'GWW', 'TAP', 'MCK', 'UBER']"
2022-11-02,2022-12-15,10.776580886718246,3.6189170041734275,7.157663882544819,"['BKNG', 'NVR', 'AZO', 'MTD', 'FICO', 'PAYC', 'NOW', 'TMO', 'ABNB', 'PSA']"
2023-02-07,2023-03-22,0.1126737012431267,-5.452210117600265,5.564883818843391,"['UBER', 'AXON', 'REGN', 'CTVA', 'DASH', 'PSA', 'TT', 'LII', 'ORLY', 'SHW']"
2023-05-11,2023-06-26,5.0786856117360335,4.798303920676217,0.2803816910598167,"['MTD', 'MPWR', 'UBER', 'DIS', 'CTVA', 'TDG', 'ALGN', 'PAYC', 'RVTY', 'DASH']"
2023-08-15,2023-09-27,-5.236498996067562,-3.6808304608220377,-1.5556685352455242,"['KVUE', 'BKNG', 'BLK', 'UBER', 'FSLR', 'CTVA', 'MSCI', 'DFS', 'MTD', 'INTU']"
2023-11-15,2023-12-29,9.6410688902969,5.928432520073357,3.712636370223543,"['BKNG', 'KVUE', 'LLY', 'VRTX', 'CTVA', 'ERIE', 'UBER', 'MLM', 'SNPS', 'ADBE']"
2024-02-21,2024-04-04,2.8669888235298924,3.3202891070484686,-0.4533002835185762,"['PANW', 'CRWD', 'KVUE', 'CTVA', 'VRSK', 'KEYS', 'FICO', 'ALGN', 'PAYC', 'LLY']"
2024-05-23,2024-07-09,1.0912549156562035,5.868442205689428,-4.777187290033225,"['BKNG', 'NVR', 'KVUE', 'PH', 'MTD', 'BA', 'URI', 'BLK', 'ORLY', 'MSCI']"
2024-08-27,2024-10-09,4.996603126513022,2.9549617858155353,2.0416413406974865,"['NVR', 'MLM', 'KVUE', 'SW', 'VMC', 'CTVA', 'SOLV', 'DE', 'ODFL', 'EXE']"
2024-11-27,2025-01-14,-11.180402079236229,-2.5977133870881186,-8.58268869214811,"['ADSK', 'NOW', 'FICO', 'DELL', 'WDAY', 'CRWD', 'KVUE', 'URI', 'CEG', 'CRM']"
