Date,End_Date,Portfolio_Return,SP500_BuyHold_Return,Outperformance,Portfolio_Tickers
2020-04-06,2020-05-19,25.360792239800077,9.733151745673151,15.627640494126926,"['CTVA', 'CPB', 'EOG', 'GILD', 'WMB', 'DAL', 'MRNA', 'SMCI', 'MO', 'COP']"
2020-07-09,2020-08-20,20.467218877913673,7.406607043701463,13.06061183421221,"['NVR', 'CTVA', 'MHK', 'NOC', 'TDG', 'TDY', 'ULTA', 'LMT', 'EFX', 'AZO']"
2020-10-09,2020-11-20,4.978658657002,2.3122494052076448,2.666409251794355,"['AZO', 'DPZ', 'TPL', 'TDG', 'MHK', 'NOC', 'ORLY', 'ULTA', 'AMD', 'AMGN']"
2021-01-13,2021-02-26,-3.9284746457986297,0.034379775080073394,-3.962854420878703,"['DASH', 'ABNB', 'UBER', 'CTVA', 'AZO', 'ROP', 'TPL', 'MSCI', 'GWW', 'ORLY']"
2021-04-19,2021-06-01,-2.6312899160688685,0.9314881996482782,-3.5627781157171468,"['BKNG', 'PODD', 'UBER', 'GNRC', 'INTU', 'ABNB', 'TPL', 'SNPS', 'ADSK', 'DASH']"
2021-07-21,2021-09-01,4.962002015500344,3.79471594830596,1.167286067194384,"['NFLX', 'EQIX', 'MTD', 'AZO', 'TMO', 'ELV', 'LII', 'WST', 'MKTX', 'IQV']"
2021-10-21,2021-12-03,8.748805258169035,-0.24945403757838935,8.998259295747424,"['NVR', 'PYPL', 'SNA', 'EFX', 'IBM', 'CTVA', 'TPL', 'ALGN', 'DFS', 'COF']"
2022-01-25,2022-03-09,-7.479488767218301,-1.8035397853173762,-5.675948981900925,"['NVR', 'MTD', 'AZO', 'IDXX', 'NOW', 'MPWR', 'FICO', 'EPAM', 'PAYC', 'NFLX']"
2022-04-28,2022-06-10,0.7541396720382787,-9.017840060131155,9.771979732169434,"['AZO', 'ORLY', 'ALGN', 'CHTR', 'DPZ', 'SWK', 'LH', 'AMGN', 'UBER', 'MOH']"
2022-08-02,2022-09-14,-3.743744346786948,-3.5485991537885786,-0.1951451929983694,"['NVR', 'ZBRA', 'WAT', 'CAT', 'CTVA', 'RVTY', 'GWW', 'TAP', 'MCK', 'UBER']"
2022-11-02,2022-12-15,10.776582635810406,3.6189170041734275,7.157665631636979,"['BKNG', 'NVR', 'AZO', 'MTD', 'FICO', 'PAYC', 'NOW', 'TMO', 'ABNB', 'PSA']"
2023-02-07,2023-03-22,0.11267931584366675,-5.452210117600265,5.564889433443931,"['UBER', 'AXON', 'REGN', 'CTVA', 'DASH', 'PSA', 'TT', 'LII', 'ORLY', 'SHW']"
2023-05-11,2023-06-26,5.078683117863814,4.798303920676217,0.28037919718759685,"['MTD', 'MPWR', 'UBER', 'DIS', 'CTVA', 'TDG', 'ALGN', 'PAYC', 'RVTY', 'DASH']"
2023-08-15,2023-09-27,-5.236489681980505,-3.6808304608220377,-1.555659221158467,"['KVUE', 'BKNG', 'BLK', 'UBER', 'FSLR', 'CTVA', 'MSCI', 'DFS', 'MTD', 'INTU']"
2023-11-15,2023-12-29,9.641062622894214,5.928432520073357,3.7126301028208575,"['BKNG', 'KVUE', 'LLY', 'VRTX', 'CTVA', 'ERIE', 'UBER', 'MLM', 'SNPS', 'ADBE']"
2024-02-21,2024-04-04,2.866987532561893,3.3202891070484686,-0.4533015744865754,"['PANW', 'CRWD', 'KVUE', 'CTVA', 'VRSK', 'KEYS', 'FICO', 'ALGN', 'PAYC', 'LLY']"
2024-05-23,2024-07-09,1.0912569685194162,5.868442205689428,-4.777185237170012,"['BKNG', 'NVR', 'KVUE', 'PH', 'MTD', 'BA', 'URI', 'BLK', 'ORLY', 'MSCI']"
2024-08-27,2024-10-09,4.996603144419609,2.9549617858155353,2.041641358604074,"['NVR', 'MLM', 'KVUE', 'SW', 'VMC', 'CTVA', 'SOLV', 'DE', 'ODFL', 'EXE']"
2024-11-27,2025-01-14,-11.180401617611757,-2.5977133870881186,-8.582688230523638,"['ADSK', 'NOW', 'FICO', 'DELL', 'WDAY', 'CRWD', 'KVUE', 'URI', 'CEG', 'CRM']"
